pl_name,hostname,sy_pnum,discoverymethod,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov
Kepler-1866 b,Kepler-1866,1,Transit,0,11.66016670,,,,,,
Kepler-1866 b,Kepler-1866,1,Transit,0,11.66013660,0.104700,1.680,0.150,,,
Kepler-1866 b,Kepler-1866,1,Transit,0,11.66013660,0.104700,1.680,0.150,,,
Kepler-1866 b,Kepler-1866,1,Transit,0,11.65975000,0.102000,1.140,0.102,,,
Kepler-1867 b,Kepler-1867,1,Transit,0,9.88736112,0.086900,0.670,0.060,,,
Kepler-1867 b,Kepler-1867,1,Transit,0,9.88736642,0.087200,0.680,0.061,,,
Kepler-1867 b,Kepler-1867,1,Transit,0,9.88744000,0.089000,0.700,0.062,,,
Kepler-1867 b,Kepler-1867,1,Transit,0,9.88735962,,1.160,0.103,,,
Kepler-1867 b,Kepler-1867,1,Transit,0,9.88736642,,,,,,
Kepler-1867 b,Kepler-1867,1,Transit,0,9.88736112,0.086900,0.670,0.060,,,
Kepler-1867 b,Kepler-1867,1,Transit,0,9.88736112,0.086900,0.670,0.060,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.03387410,0.610800,3.690,0.329,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.03387410,0.610800,3.690,0.329,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.03281900,0.626600,3.430,0.306,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.03399660,,3.150,0.281,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.03387410,0.610800,3.690,0.329,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.03281900,,,,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.02942651,,,,,,
Kepler-1868 b,Kepler-1868,1,Transit,0,211.03814000,0.608000,3.600,0.321,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16735028,0.085400,2.070,0.185,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16733851,,,,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16734776,,,,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16735028,0.085400,2.070,0.185,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16733500,0.082000,2.640,0.236,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16733851,0.079100,1.030,0.092,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16735028,0.085400,2.070,0.185,,,
Kepler-1869 b,Kepler-1869,2,Transit,0,8.16736031,,1.120,0.100,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71683172,0.030200,1.570,0.140,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71682830,0.028000,0.740,0.066,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71684003,,0.830,0.074,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71682830,,,,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71683172,0.030200,1.570,0.140,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71683330,0.029000,1.900,0.170,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71683172,0.030200,1.570,0.140,,,
Kepler-1869 c,Kepler-1869,2,Transit,0,1.71682880,,,,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93883135,,,,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93886400,0.059000,1.410,0.126,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93886507,,1.450,0.129,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93886507,0.054700,1.260,0.112,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93892000,0.057000,1.360,0.121,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93886507,0.054700,1.260,0.112,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93886507,0.054700,1.260,0.112,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93883135,0.057900,1.440,0.128,,,
Kepler-187 b,Kepler-187,2,Transit,0,4.93882100,,,,,,
Kepler-187 b,Kepler-187,2,Transit,0,,,1.882,0.168,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64021008,0.096600,2.870,0.256,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64026300,0.099000,2.670,0.238,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64022272,0.091300,2.580,0.230,,,
Kepler-187 c,Kepler-187,2,Transit,0,,,3.761,0.336,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64022272,0.091300,2.580,0.230,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64021008,,,,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64030282,,,,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64021100,0.095000,2.700,0.241,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64022272,0.091300,2.580,0.230,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64022272,,2.880,0.257,,,
Kepler-187 c,Kepler-187,2,Transit,0,10.64049898,,,,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694153,0.042800,2.030,0.181,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694153,0.042800,2.030,0.181,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694592,,,,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694038,0.045300,2.040,0.182,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694153,0.042800,2.030,0.181,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694003,,2.101,0.187,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694240,0.044000,2.800,0.250,,,
Kepler-1870 b,Kepler-1870,1,Transit,0,3.60694038,,,,,,
Kepler-1871 b,Kepler-1871,1,Transit,0,1.95271006,0.030800,1.970,0.176,,,
Kepler-1871 b,Kepler-1871,1,Transit,0,1.95270002,,2.422,0.216,,,
Kepler-1871 b,Kepler-1871,1,Transit,0,1.95270910,0.030000,2.300,0.205,,,
Kepler-1871 b,Kepler-1871,1,Transit,0,1.95271116,,,,,,
Kepler-1871 b,Kepler-1871,1,Transit,0,1.95271116,0.030800,2.580,0.230,,,
Kepler-1871 b,Kepler-1871,1,Transit,0,1.95271006,0.030800,1.970,0.176,,,
Kepler-1871 b,Kepler-1871,1,Transit,0,1.95271006,0.030800,1.970,0.176,,,
Kepler-1872 b,Kepler-1872,1,Transit,0,3.82590400,0.047000,3.700,0.330,,,
Kepler-1872 b,Kepler-1872,1,Transit,0,3.82590050,0.046500,3.450,0.308,,,
Kepler-1872 b,Kepler-1872,1,Transit,0,3.82591009,,2.384,0.213,,,
Kepler-1872 b,Kepler-1872,1,Transit,0,3.82590050,,,,,,
Kepler-1872 b,Kepler-1872,1,Transit,0,3.82590987,0.046500,2.640,0.236,,,
Kepler-1872 b,Kepler-1872,1,Transit,0,3.82590987,0.046500,2.640,0.236,,,
Kepler-1872 b,Kepler-1872,1,Transit,0,3.82590987,0.046500,2.640,0.236,,,
Kepler-1873 b,Kepler-1873,1,Transit,0,0.55884123,0.012800,1.330,0.119,,,
Kepler-1873 b,Kepler-1873,1,Transit,0,0.55884200,,1.626,0.145,,,
Kepler-1873 b,Kepler-1873,1,Transit,0,0.55884131,0.012800,1.390,0.124,,,
Kepler-1873 b,Kepler-1873,1,Transit,0,0.55884131,0.012800,1.390,0.124,,,
Kepler-1873 b,Kepler-1873,1,Transit,0,0.55884123,,,,,,
Kepler-1873 b,Kepler-1873,1,Transit,0,0.55884131,0.012800,1.390,0.124,,,
Kepler-1873 b,Kepler-1873,1,Transit,0,0.55884060,0.012000,1.190,0.106,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57323180,0.263300,2.690,0.240,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57320023,,2.211,0.197,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57359970,0.252300,2.190,0.195,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57372000,0.249000,2.040,0.182,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57359970,0.252300,2.190,0.195,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57360473,,,,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57359970,0.252300,2.190,0.195,,,
Kepler-1874 b,Kepler-1874,1,Transit,0,56.57323180,,,,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45854950,,,,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45842310,0.203900,2.010,0.179,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45859909,,3.227,0.288,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45880592,,,,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45842310,0.203900,2.010,0.179,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45854950,0.203900,1.880,0.168,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45781000,0.214000,2.400,0.214,,,
Kepler-1875 b,Kepler-1875,1,Transit,0,34.45842310,0.203900,2.010,0.179,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99205491,0.077600,1.250,0.112,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99202013,,0.980,0.087,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99205021,0.073500,1.060,0.095,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99205491,0.077600,1.250,0.112,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99205491,0.077600,1.250,0.112,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99205021,,,,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99204200,0.077000,1.560,0.139,,,
Kepler-1876 b,Kepler-1876,1,Transit,0,6.99205000,0.075800,0.853,0.076,2.40000,0.00755,Mass
Kepler-1877 b,Kepler-1877,1,Transit,0,2.37752442,,,,,,
Kepler-1877 b,Kepler-1877,1,Transit,0,2.37752807,0.033700,0.480,0.043,,,
Kepler-1877 b,Kepler-1877,1,Transit,0,2.37752170,0.034000,0.470,0.042,,,
Kepler-1877 b,Kepler-1877,1,Transit,0,2.37756991,,0.624,0.056,,,
Kepler-1877 b,Kepler-1877,1,Transit,0,2.37752807,0.033700,0.480,0.043,,,
Kepler-1877 b,Kepler-1877,1,Transit,0,2.37752807,0.033700,0.480,0.043,,,
Kepler-1877 b,Kepler-1877,1,Transit,0,2.37752442,0.035100,0.530,0.047,,,
Kepler-1878 b,Kepler-1878,1,Transit,0,4.44588291,0.052100,1.960,0.175,,,
Kepler-1878 b,Kepler-1878,1,Transit,0,4.44587994,,2.920,0.261,,,
Kepler-1878 b,Kepler-1878,1,Transit,0,4.44589508,0.052100,1.940,0.173,,,
Kepler-1878 b,Kepler-1878,1,Transit,0,4.44589508,,,,,,
Kepler-1878 b,Kepler-1878,1,Transit,0,4.44588291,0.052100,1.960,0.175,,,
Kepler-1878 b,Kepler-1878,1,Transit,0,4.44591100,0.053000,1.700,0.152,,,
Kepler-1878 b,Kepler-1878,1,Transit,0,4.44588291,0.052100,1.960,0.175,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61345333,0.095300,1.770,0.158,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61345435,0.095000,1.320,0.118,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61345333,,,,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61340500,0.098000,2.000,0.178,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61345435,0.095000,1.320,0.118,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61340671,,,,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61345435,0.095000,1.320,0.118,,,
Kepler-1879 b,Kepler-1879,1,Transit,0,10.61340046,,2.065,0.184,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06190864,,,,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06190736,0.031600,1.660,0.148,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06190864,0.031300,1.630,0.145,,,
Kepler-188 b,Kepler-188,2,Transit,0,,,1.574,0.140,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06187000,0.032000,1.840,0.164,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06190736,0.031600,1.660,0.148,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06189700,0.032000,1.680,0.150,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06190671,,,,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06190736,0.031600,1.660,0.148,,,
Kepler-188 b,Kepler-188,2,Transit,0,2.06190736,,1.470,0.131,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653711,,,,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653500,0.064400,3.080,0.275,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99655300,0.066000,3.190,0.285,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653432,,,,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653500,0.064400,3.080,0.275,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99655700,0.065000,3.200,0.285,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653500,,2.730,0.244,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653344,0.063800,2.960,0.264,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653344,,,,,,
Kepler-188 c,Kepler-188,2,Transit,0,5.99653500,0.064400,3.080,0.275,,,
Kepler-188 c,Kepler-188,2,Transit,0,,,2.853,0.255,,,
Kepler-1880 b,Kepler-1880,1,Transit,0,6.30923438,0.054000,1.430,0.128,,,
Kepler-1880 b,Kepler-1880,1,Transit,0,6.30923438,0.054000,1.430,0.128,,,
Kepler-1880 b,Kepler-1880,1,Transit,0,6.30922043,,,,,,
Kepler-1880 b,Kepler-1880,1,Transit,0,6.30922043,0.054000,1.370,0.122,,,
Kepler-1880 b,Kepler-1880,1,Transit,0,6.30921984,,2.117,0.189,,,
Kepler-1880 b,Kepler-1880,1,Transit,0,6.30922900,0.058000,1.710,0.153,,,
Kepler-1880 b,Kepler-1880,1,Transit,0,6.30923438,0.054000,1.430,0.128,,,
Kepler-1881 b,Kepler-1881,1,Transit,0,159.38805100,0.557000,2.580,0.230,,,
Kepler-1881 b,Kepler-1881,1,Transit,0,159.39399720,,2.981,0.266,,,
Kepler-1881 b,Kepler-1881,1,Transit,0,159.39090000,0.547000,2.700,0.241,,,
Kepler-1881 b,Kepler-1881,1,Transit,0,159.38878800,,,,,,
Kepler-1881 b,Kepler-1881,1,Transit,0,159.38805100,0.557000,2.580,0.230,,,
Kepler-1881 b,Kepler-1881,1,Transit,0,159.38805100,0.557000,2.580,0.230,,,
Kepler-1881 b,Kepler-1881,1,Transit,0,159.38878800,0.536800,2.730,0.244,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78730011,,1.487,0.133,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78725760,0.124100,1.740,0.155,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78725760,0.124100,1.740,0.155,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78706810,,,,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78714400,0.115000,1.970,0.176,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78725760,0.124100,1.740,0.155,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78726270,,,,,,
Kepler-1882 b,Kepler-1882,1,Transit,0,13.78726270,0.115100,1.550,0.138,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42780000,0.439000,2.600,0.232,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42718800,0.443600,3.230,0.288,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42718800,0.443600,3.230,0.288,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42742336,,,,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42698730,,,,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42718800,0.443600,3.230,0.288,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42698730,0.443800,3.160,0.282,,,
Kepler-1883 b,Kepler-1883,1,Transit,0,103.42700200,,3.251,0.290,,,
Kepler-1884 b,Kepler-1884,1,Transit,0,8.98826122,0.084500,1.390,0.124,,,
Kepler-1884 b,Kepler-1884,1,Transit,0,8.98825111,0.084500,1.170,0.104,,,
Kepler-1884 b,Kepler-1884,1,Transit,0,8.98832035,,1.814,0.162,,,
Kepler-1884 b,Kepler-1884,1,Transit,0,8.98826122,,,,,,
Kepler-1884 b,Kepler-1884,1,Transit,0,8.98825111,0.084500,1.170,0.104,,,
Kepler-1884 b,Kepler-1884,1,Transit,0,8.98810000,0.086000,1.390,0.124,,,
Kepler-1884 b,Kepler-1884,1,Transit,0,8.98825111,0.084500,1.170,0.104,,,
Kepler-1885 b,Kepler-1885,1,Transit,0,2.52258863,0.036000,23.180,2.068,,,
Kepler-1885 b,Kepler-1885,1,Transit,0,2.52259057,0.036000,25.820,2.304,,,
Kepler-1885 b,Kepler-1885,1,Transit,0,2.52258520,0.035000,2.600,0.232,,,
Kepler-1885 b,Kepler-1885,1,Transit,0,2.52258863,0.036000,23.180,2.068,,,
Kepler-1885 b,Kepler-1885,1,Transit,0,2.52255988,,1.511,0.135,,,
Kepler-1885 b,Kepler-1885,1,Transit,0,2.52259057,,,,,,
Kepler-1885 b,Kepler-1885,1,Transit,0,2.52258863,0.036000,23.180,2.068,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27623730,0.159500,2.260,0.202,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27684000,0.163000,1.500,0.134,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27623730,0.159500,2.260,0.202,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27589920,0.160000,2.250,0.201,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27662569,,,,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27589920,,,,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27623730,0.159500,2.260,0.202,,,
Kepler-1886 b,Kepler-1886,1,Transit,0,24.27580070,,2.582,0.230,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94752664,0.141500,2.880,0.257,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94752664,0.141500,2.880,0.257,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94752664,0.141500,2.880,0.257,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94752741,0.142100,2.520,0.225,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94774345,,,,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94738000,0.142000,2.500,0.223,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94750023,,2.925,0.261,,,
Kepler-1887 b,Kepler-1887,1,Transit,0,19.94752741,,,,,,
Kepler-1888 b,Kepler-1888,1,Transit,0,11.39170568,0.101500,1.130,0.101,,,
Kepler-1888 b,Kepler-1888,1,Transit,0,11.39170568,0.101500,1.130,0.101,,,
Kepler-1888 b,Kepler-1888,1,Transit,0,11.39169979,,1.326,0.118,,,
Kepler-1888 b,Kepler-1888,1,Transit,0,11.39170568,0.101500,1.130,0.101,,,
Kepler-1888 b,Kepler-1888,1,Transit,0,11.39169531,0.095600,1.020,0.091,,,
Kepler-1888 b,Kepler-1888,1,Transit,0,11.39169531,,,,,,
Kepler-1888 b,Kepler-1888,1,Transit,0,11.39153000,0.098000,1.310,0.117,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30429277,,,,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30376190,0.207300,2.590,0.231,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30331970,0.208200,2.310,0.206,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30304000,0.219000,2.200,0.196,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30376190,0.207300,2.590,0.231,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30369949,,2.944,0.263,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30331970,,,,,,
Kepler-1889 b,Kepler-1889,1,Transit,0,37.30376190,0.207300,2.590,0.231,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39990194,0.087600,1.330,0.119,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39986173,0.086200,1.500,0.134,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39975603,,,,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.40006000,0.087000,1.170,0.104,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39993100,0.088000,1.210,0.108,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.40000000,,,,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39986173,,,,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39990194,0.087600,1.330,0.119,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39990194,0.087600,1.330,0.119,,,
Kepler-189 b,Kepler-189,2,Transit,0,,,1.382,0.123,,,
Kepler-189 b,Kepler-189,2,Transit,0,10.39990194,,1.390,0.124,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13491661,,,,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13488968,,2.950,0.263,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13500000,,2.400,0.214,22.70000,0.07100,Mass
Kepler-189 c,Kepler-189,2,Transit,0,20.13488968,0.136100,2.810,0.251,,,
Kepler-189 c,Kepler-189,2,Transit,0,,,2.743,0.245,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13488968,0.136100,2.810,0.251,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13493000,0.136000,2.530,0.226,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13486600,0.137000,2.380,0.212,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13488968,0.136100,2.810,0.251,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13486027,,,,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13490007,,,,,,
Kepler-189 c,Kepler-189,2,Transit,0,20.13490007,0.133900,2.980,0.266,,,
Kepler-1890 b,Kepler-1890,1,Transit,0,4.82051088,0.056300,1.080,0.096,,,
Kepler-1890 b,Kepler-1890,1,Transit,0,4.82059002,,0.869,0.077,,,
Kepler-1890 b,Kepler-1890,1,Transit,0,4.82051088,,,,,,
Kepler-1890 b,Kepler-1890,1,Transit,0,4.82052932,0.058800,0.840,0.075,,,
Kepler-1890 b,Kepler-1890,1,Transit,0,4.82052932,0.058800,0.840,0.075,,,
Kepler-1890 b,Kepler-1890,1,Transit,0,4.82055100,0.059000,0.970,0.087,,,
Kepler-1890 b,Kepler-1890,1,Transit,0,4.82052932,0.058800,0.840,0.075,,,
Kepler-1891 b,Kepler-1891,1,Transit,0,4.02230933,0.047400,1.310,0.117,,,
Kepler-1891 b,Kepler-1891,1,Transit,0,4.02230933,0.047400,1.310,0.117,,,
Kepler-1891 b,Kepler-1891,1,Transit,0,4.02231090,,,,,,
Kepler-1891 b,Kepler-1891,1,Transit,0,4.02231090,0.047300,1.370,0.122,,,
Kepler-1891 b,Kepler-1891,1,Transit,0,4.02229023,,1.521,0.136,,,
Kepler-1891 b,Kepler-1891,1,Transit,0,4.02230933,0.047400,1.310,0.117,,,
Kepler-1891 b,Kepler-1891,1,Transit,0,4.02229400,0.047000,1.650,0.147,,,
Kepler-1892 b,Kepler-1892,1,Transit,0,6.33125228,0.063300,1.310,0.117,,,
Kepler-1892 b,Kepler-1892,1,Transit,0,6.33125228,,,,,,
Kepler-1892 b,Kepler-1892,1,Transit,0,6.33127840,0.063300,1.480,0.132,,,
Kepler-1892 b,Kepler-1892,1,Transit,0,6.33127000,0.064000,1.410,0.126,,,
Kepler-1892 b,Kepler-1892,1,Transit,0,6.33123016,,1.837,0.164,,,
Kepler-1892 b,Kepler-1892,1,Transit,0,6.33127840,0.063300,1.480,0.132,,,
Kepler-1892 b,Kepler-1892,1,Transit,0,6.33127840,0.063300,1.480,0.132,,,
Kepler-1893 b,Kepler-1893,1,Transit,0,4.17938195,0.049700,1.600,0.143,,,
Kepler-1893 b,Kepler-1893,1,Transit,0,4.17938195,0.049700,1.600,0.143,,,
Kepler-1893 b,Kepler-1893,1,Transit,0,4.17936993,,1.706,0.152,,,
Kepler-1893 b,Kepler-1893,1,Transit,0,4.17939037,,,,,,
Kepler-1893 b,Kepler-1893,1,Transit,0,4.17939037,0.050400,1.520,0.136,,,
Kepler-1893 b,Kepler-1893,1,Transit,0,4.17939300,0.048000,1.530,0.136,,,
Kepler-1893 b,Kepler-1893,1,Transit,0,4.17938195,0.049700,1.600,0.143,,,
Kepler-1894 b,Kepler-1894,2,Transit,0,2.76263462,0.038500,1.260,0.112,,,
Kepler-1894 b,Kepler-1894,2,Transit,0,2.76263400,0.038000,1.210,0.108,,,
Kepler-1894 b,Kepler-1894,2,Transit,0,2.76263462,0.038500,1.260,0.112,,,
Kepler-1894 b,Kepler-1894,2,Transit,0,2.76263737,0.038500,1.250,0.112,,,
Kepler-1894 b,Kepler-1894,2,Transit,0,2.76266003,,1.201,0.107,,,
Kepler-1894 b,Kepler-1894,2,Transit,0,2.76263737,,,,,,
Kepler-1894 b,Kepler-1894,2,Transit,0,2.76263462,0.038500,1.260,0.112,,,
Kepler-1894 c,Kepler-1894,2,Transit,0,5.05368985,0.057600,1.210,0.108,,,
Kepler-1894 c,Kepler-1894,2,Transit,0,5.05368985,,,,,,
Kepler-1894 c,Kepler-1894,2,Transit,0,5.05361800,0.057000,1.170,0.104,,,
Kepler-1894 c,Kepler-1894,2,Transit,0,5.05366499,0.057600,1.230,0.110,,,
Kepler-1894 c,Kepler-1894,2,Transit,0,5.05375004,,1.589,0.142,,,
Kepler-1894 c,Kepler-1894,2,Transit,0,5.05366499,0.057600,1.230,0.110,,,
Kepler-1894 c,Kepler-1894,2,Transit,0,5.05366499,0.057600,1.230,0.110,,,
Kepler-1895 b,Kepler-1895,1,Transit,0,6.07032548,0.061500,1.360,0.121,,,
Kepler-1895 b,Kepler-1895,1,Transit,0,6.07032030,0.061700,1.410,0.126,,,
Kepler-1895 b,Kepler-1895,1,Transit,0,6.07032030,0.061700,1.410,0.126,,,
Kepler-1895 b,Kepler-1895,1,Transit,0,6.07033200,0.060000,1.530,0.136,,,
Kepler-1895 b,Kepler-1895,1,Transit,0,6.07029009,,2.119,0.189,,,
Kepler-1895 b,Kepler-1895,1,Transit,0,6.07032548,,,,,,
Kepler-1895 b,Kepler-1895,1,Transit,0,6.07032030,0.061700,1.410,0.126,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.86983820,0.252900,2.680,0.239,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.86983820,0.252900,2.680,0.239,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.87020420,,,,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.86860000,0.251000,2.200,0.196,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.86884988,,,,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.86983820,0.252900,2.680,0.239,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.87020420,0.252900,2.560,0.228,,,
Kepler-1896 b,Kepler-1896,1,Transit,0,44.87020111,,3.099,0.277,,,
Kepler-1897 b,Kepler-1897,1,Transit,0,24.22049000,0.151000,2.100,0.187,,,
Kepler-1897 b,Kepler-1897,1,Transit,0,24.22041920,,,,,,
