pl_name,hostname,sy_pnum,discoverymethod,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov
11 Com b,11 Com,1,Radial Velocity,0,,1.210000,,,5434.70000,17.10000,Msini
11 Com b,11 Com,1,Radial Velocity,0,326.03000000,1.290000,,,6165.60000,19.40000,Msini
11 Com b,11 Com,1,Radial Velocity,0,323.21000000,1.178000,,,4914.89849,15.46400,Msini
11 UMi b,11 UMi,1,Radial Velocity,0,516.21997000,1.530000,,,4684.81420,14.74000,Msini
11 UMi b,11 UMi,1,Radial Velocity,0,,1.510000,,,3432.40000,10.80000,Msini
11 UMi b,11 UMi,1,Radial Velocity,0,516.22000000,1.540000,,,3337.07000,10.50000,Msini
14 And b,14 And,1,Radial Velocity,0,186.76000000,0.775000,,,1131.15130,3.55900,Msini
14 And b,14 And,1,Radial Velocity,0,,0.680000,,,1017.00000,3.20000,Msini
14 And b,14 And,1,Radial Velocity,0,185.84000000,0.830000,,,1525.50000,4.80000,Msini
14 Her b,14 Her,2,Radial Velocity,0,1773.40000000,2.770000,,,1474.67000,4.64000,Msini
14 Her b,14 Her,2,Radial Velocity,0,1766.00000000,2.864000,,,1581.13800,4.97500,Msini
14 Her b,14 Her,2,Radial Velocity,0,1765.03890000,2.774000,,,2559.47216,8.05300,Mass
14 Her b,14 Her,2,Radial Velocity,0,1773.40002000,2.930000,,,1481.08780,4.66000,Msini
14 Her b,14 Her,2,Radial Velocity,0,1796.40000000,2.800000,,,1506.45000,4.74000,Msini
14 Her b,14 Her,2,Radial Velocity,0,1766.41000000,2.830000,,,1541.46777,4.85000,Msini
14 Her b,14 Her,2,Radial Velocity,0,1724.00000000,2.820000,,,1554.12000,4.89000,Msini
14 Her b,14 Her,2,Radial Velocity,0,,2.730000,,,1440.66300,4.53300,Msini
16 Cyg B b,16 Cyg B,1,Radial Velocity,0,799.45000000,1.676000,,,556.83537,1.75200,Msini
16 Cyg B b,16 Cyg B,1,Radial Velocity,0,798.50000000,1.681000,,,533.95440,1.68000,Msini
16 Cyg B b,16 Cyg B,1,Radial Velocity,0,800.80000000,1.600000,,,476.70000,1.50000,Msini
16 Cyg B b,16 Cyg B,1,Radial Velocity,0,799.50000000,1.680000,,,533.93000,1.68000,Msini
16 Cyg B b,16 Cyg B,1,Radial Velocity,0,799.50000000,1.680000,,,533.93000,1.68000,Msini
16 Cyg B b,16 Cyg B,1,Radial Velocity,0,798.50000000,1.660000,,,565.73740,1.78000,Msini
17 Sco b,17 Sco,1,Radial Velocity,0,578.38000000,1.450000,,,1373.01872,4.32000,Msini
18 Del b,18 Del,1,Radial Velocity,0,993.30000000,2.600000,,,3273.50000,10.30000,Msini
18 Del b,18 Del,1,Radial Velocity,0,982.85000000,2.476000,,,2926.24614,9.20700,Msini
18 Del b,18 Del,1,Radial Velocity,0,,2.540000,,,3127.30000,9.84000,Msini
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,Imaging,0,,330.000000,,,4000.00000,12.00000,Mass
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,Imaging,0,,330.000000,,,3000.00000,8.00000,Mass
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,Imaging,0,,330.000000,,,3000.00000,8.00000,Mass
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,Imaging,0,,330.000000,18.647,1.664,2543.00000,8.00000,Mass
24 Boo b,24 Boo,1,Radial Velocity,0,30.35060000,0.190000,,,289.22530,0.91000,Msini
24 Boo b,24 Boo,1,Radial Velocity,0,30.33000000,0.194000,,,280.64248,0.88300,Msini
24 Sex b,24 Sex,2,Radial Velocity,0,452.80000000,1.333000,,,632.46000,1.99000,Msini
24 Sex c,24 Sex,2,Radial Velocity,0,883.00000000,2.080000,,,273.32000,0.86000,Msini
2M0437 b,2MASS J04372171+2651014,1,Imaging,0,,118.000000,,,1271.31363,4.00000,Mass
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,Imaging,0,,84.000000,,,4131.79000,13.00000,Mass
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,Imaging,0,,,11.209,1.000,,,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,Imaging,0,,52.000000,,,7786.50000,24.50000,Mass
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,Imaging,0,,156.000000,16.141,1.440,4417.83700,13.90000,Mass
2MASS J0249-0557 c,2MASS J0249-0557 A,1,Imaging,0,,1950.000000,,,3686.80952,11.60000,Mass
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,Imaging,0,,572.000000,,,5720.91133,18.00000,Mass
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,Imaging,0,,15.000000,,,2383.60000,7.50000,Mass
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,Imaging,0,,266.000000,,,8899.19540,28.00000,Mass
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,Imaging,0,,587.000000,,,6356.56814,20.00000,Mass
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,Imaging,0,,55.000000,,,1589.15000,5.00000,Mass
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,Imaging,0,,46.000000,,,1271.00000,4.00000,Mass
2MASS J19383260+4603591 b,2MASS J19383260+4603591,3,Eclipse Timing Variations,0,406.00000000,,,,591.16084,1.86000,Msini
2MASS J19383260+4603591 b,2MASS J19383260+4603591,3,Eclipse Timing Variations,0,416.00000000,0.920000,,,603.87700,1.90000,Mass
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,Imaging,0,,7493.000000,,,3813.94088,12.00000,Mass
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,Imaging,0,,230.000000,,,3972.87500,12.50000,Mass
30 Ari B b,30 Ari B,1,Radial Velocity,0,335.10000000,0.995000,,,3140.03000,9.88000,Msini
30 Ari B b,30 Ari B,1,Radial Velocity,0,345.40000000,1.010000,,,2097.67800,6.60000,Msini
30 Ari B b,30 Ari B,1,Radial Velocity,0,335.10001000,0.990000,,,4392.41060,13.82000,Msini
4 UMa b,4 UMa,1,Radial Velocity,0,270.27000000,0.877000,,,2511.48007,7.90200,Msini
4 UMa b,4 UMa,1,Radial Velocity,0,269.30000000,0.870000,,,2256.50000,7.10000,Msini
42 Dra b,42 Dra,1,Radial Velocity,0,479.10000000,1.190000,,,1233.13000,3.88000,Msini
47 UMa b,47 UMa,3,Radial Velocity,0,1076.60000000,2.100000,,,778.68350,2.45000,Msini
47 UMa b,47 UMa,3,Radial Velocity,0,1078.00000000,2.100000,,,804.08000,2.53000,Msini
47 UMa b,47 UMa,3,Radial Velocity,0,1100.80000000,2.110000,,,877.17000,2.76000,Msini
47 UMa b,47 UMa,3,Radial Velocity,0,1083.20000000,2.110000,,,826.32000,2.60000,Msini
47 UMa b,47 UMa,3,Radial Velocity,0,1076.60000000,2.059000,,,774.86566,2.43800,Msini
47 UMa c,47 UMa,3,Radial Velocity,0,2391.00000000,3.600000,,,171.62100,0.54000,Msini
47 UMa c,47 UMa,3,Radial Velocity,0,7586.00000000,7.730000,,,425.87000,1.34000,Msini
47 UMa c,47 UMa,3,Radial Velocity,0,2287.00000000,3.404000,,,157.96072,0.49700,Msini
47 UMa d,47 UMa,3,Radial Velocity,0,14002.00000000,11.600000,,,521.22000,1.64000,Msini
47 UMa d,47 UMa,3,Radial Velocity,0,19000.00000000,13.800000,,,479.92089,1.51000,Msini
51 Eri b,51 Eri,1,Imaging,0,,13.200000,,,635.66000,2.00000,Mass
51 Eri b,51 Eri,1,Imaging,0,11688.00000000,12.000000,,,,,
51 Eri b,51 Eri,1,Imaging,0,14965.00000000,14.000000,,,,,
51 Peg b,51 Peg,1,Radial Velocity,0,4.22930000,,,,149.38010,0.47000,Msini
51 Peg b,51 Peg,1,Radial Velocity,0,4.23077000,0.052000,,,148.73800,0.46800,Msini
51 Peg b,51 Peg,1,Radial Velocity,0,4.23079690,0.052350,,,147.47238,0.46400,Msini
51 Peg b,51 Peg,1,Radial Velocity,0,4.23100000,0.052000,,,146.20180,0.46000,Mass
51 Peg b,51 Peg,1,Radial Velocity,0,4.23078500,0.052700,,,150.00900,0.47200,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.46531400,0.113390,,,266.96600,0.84000,Mass
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.64800000,0.110000,,,266.97720,0.84000,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.60000000,0.113000,,,254.25000,0.80000,Mass
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.65152000,0.115227,,,263.97850,0.83060,Mass
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.67000000,0.115000,,,249.17872,0.78400,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.65300000,0.115000,,,266.97720,0.84000,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.65126000,0.113800,,,260.61000,0.82000,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.64700000,0.115000,,,289.21000,0.91000,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.65160000,0.113400,,,255.40000,0.80360,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.65100000,0.113400,,,254.25000,0.80000,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.65162000,0.115000,,,261.88100,0.82400,Msini
55 Cnc b,55 Cnc,5,Radial Velocity,0,14.65171000,0.116200,,,267.29369,0.84100,Msini
55 Cnc c,55 Cnc,5,Radial Velocity,0,44.34460000,0.240000,,,53.71100,0.16900,Msini
55 Cnc c,55 Cnc,5,Radial Velocity,0,44.41750000,0.241376,,,54.47380,0.17140,Mass
55 Cnc c,55 Cnc,5,Radial Velocity,0,44.37870000,0.238000,,,52.44000,0.16500,Msini
55 Cnc c,55 Cnc,5,Radial Velocity,0,44.37300000,0.237350,,,56.69850,0.17840,Mass
55 Cnc c,55 Cnc,5,Radial Velocity,0,44.38000000,0.237000,,,52.44000,0.16500,Msini
55 Cnc c,55 Cnc,5,Radial Velocity,0,44.38270000,0.243200,,,54.34866,0.17100,Msini
55 Cnc c,55 Cnc,5,Radial Velocity,0,43.93000000,0.240000,,,68.96911,0.21700,Msini
55 Cnc c,55 Cnc,5,Radial Velocity,0,44.39890000,0.237300,,,51.20000,0.16110,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,4867.00000000,5.446000,,,1226.77000,3.86000,Mass
55 Cnc d,55 Cnc,5,Radial Velocity,0,4909.00000000,5.470000,,,1121.89000,3.53000,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,4517.40000000,5.257000,,,1243.35096,3.91200,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,4820.00000000,5.540000,,,908.98924,2.86000,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,5370.00000000,5.840000,,,1220.42000,3.84000,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,5574.20000000,5.957000,,,991.60000,3.12000,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,4545.00000000,5.280000,,,918.49000,2.89000,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,5218.00000000,5.770000,,,1218.82700,3.83500,Msini
55 Cnc d,55 Cnc,5,Radial Velocity,0,4825.00000000,5.503000,,,1232.49300,3.87800,Mass
55 Cnc d,55 Cnc,5,Radial Velocity,0,5360.00000000,5.900000,,,1287.21150,4.05000,Msini
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73655150,0.015691,,,8.13928,0.02561,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654780,0.015439,,,8.09479,0.02547,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73700000,,1.897,0.169,7.74000,0.02435,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,,,,,,,
55 Cnc e,55 Cnc,5,Radial Velocity,0,,0.015440,1.920,0.171,8.08000,0.02542,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,2.79674000,0.037700,,,7.46870,0.02350,Msini
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654000,0.015830,2.000,0.178,8.63000,0.02700,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,2.80800000,0.038000,,,14.30235,0.04500,Msini
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654625,,,,,,
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654604,,,,,,
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654740,,1.947,0.174,8.59000,0.02703,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654582,,1.915,0.171,,,
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654450,0.015830,,,9.37594,0.02950,Msini
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654370,0.015440,2.080,0.186,7.81000,0.02457,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654740,0.015440,1.875,0.167,7.99000,0.02514,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654170,,,,,,
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73654600,0.015830,2.173,0.194,8.37000,0.02600,Mass
55 Cnc e,55 Cnc,5,Radial Velocity,0,0.73653900,0.015440,1.910,0.170,8.08000,0.02542,Mass
55 Cnc f,55 Cnc,5,Radial Velocity,0,260.98000000,0.792000,,,46.87969,0.14750,Msini
55 Cnc f,55 Cnc,5,Radial Velocity,0,259.88000000,0.770800,,,47.80000,0.15030,Msini
55 Cnc f,55 Cnc,5,Radial Velocity,0,262.00000000,0.788000,,,44.81200,0.14100,Mass
55 Cnc f,55 Cnc,5,Radial Velocity,0,261.20000000,0.770000,,,54.66400,0.17200,Msini
55 Cnc f,55 Cnc,5,Radial Velocity,0,260.00000000,0.781000,,,45.76600,0.14400,Msini
55 Cnc f,55 Cnc,5,Radial Velocity,0,260.91000000,0.773300,,,47.00510,0.14790,Mass
55 Cnc f,55 Cnc,5,Radial Velocity,0,260.70000000,0.775000,,,44.81200,0.14100,Msini
6 Lyn b,6 Lyn,1,Radial Velocity,0,899.00000000,2.200000,,,762.80000,2.40000,Msini
6 Lyn b,6 Lyn,1,Radial Velocity,0,874.77400000,2.180000,,,702.40430,2.21000,Msini
6 Lyn b,6 Lyn,1,Radial Velocity,0,919.86000000,2.028000,,,597.83523,1.88100,Msini
6 Lyn b,6 Lyn,1,Radial Velocity,0,934.30000000,2.110000,,,638.83830,2.01000,Msini
61 Vir b,61 Vir,3,Radial Velocity,0,4.21487000,0.049560,,,5.11704,0.01610,Msini
61 Vir b,61 Vir,3,Radial Velocity,0,4.21500000,0.050201,,,5.10000,0.01600,Msini
61 Vir c,61 Vir,3,Radial Velocity,0,38.09570000,0.215100,,,16.11390,0.05070,Msini
61 Vir c,61 Vir,3,Radial Velocity,0,38.02100000,0.217500,,,18.20000,0.05700,Msini
61 Vir d,61 Vir,3,Radial Velocity,0,123.01000000,0.476000,,,22.90000,0.07200,Msini
7 CMa b,7 CMa,2,Radial Velocity,0,,1.800000,,,616.50000,1.94000,Msini
7 CMa b,7 CMa,2,Radial Velocity,0,763.00000000,1.900000,,,826.30000,2.60000,Msini
7 CMa b,7 CMa,2,Radial Velocity,0,735.10000000,1.758000,,,587.98550,1.85000,Msin(i)/sin(i)
7 CMa b,7 CMa,2,Radial Velocity,0,796.00000000,1.930000,,,781.86180,2.46000,Msini
7 CMa c,7 CMa,2,Radial Velocity,0,996.00000000,2.153000,,,276.51210,0.87000,Msin(i)/sin(i)
7 CMa c,7 CMa,2,Radial Velocity,0,,2.205000,,,289.90000,0.91200,Msini
70 Vir b,70 Vir,1,Radial Velocity,0,116.68840000,0.484000,,,2380.45000,7.49000,Mass
70 Vir b,70 Vir,1,Radial Velocity,0,116.68800000,0.481000,,,2357.02728,7.41600,Msini
70 Vir b,70 Vir,1,Radial Velocity,0,116.69260000,0.481000,,,2351.94200,7.40000,Msini
70 Vir b,70 Vir,1,Radial Velocity,0,116.69335000,0.476500,,,2297.89938,7.23000,Msini
70 Vir b,70 Vir,1,Radial Velocity,0,116.68840000,0.480000,,,2421.86460,7.62000,Msini
70 Vir b,70 Vir,1,Radial Velocity,0,116.68900000,0.456000,,,2084.88000,6.56000,Msini
75 Cet b,75 Cet,2,Radial Velocity,0,696.62000000,1.912000,,,787.89662,2.47900,Msini
75 Cet b,75 Cet,2,Radial Velocity,0,691.90000000,2.100000,,,953.49000,3.00000,Msini
75 Cet c,75 Cet,2,Radial Velocity,0,2051.62000000,3.929000,,,289.85951,0.91200,Msini
8 UMi b,8 UMi,1,Radial Velocity,0,93.40000000,0.490000,,,416.35730,1.31000,Msini
8 UMi b,8 UMi,1,Radial Velocity,0,93.40000000,0.490000,,,476.74500,1.50000,Msini
81 Cet b,81 Cet,1,Radial Velocity,0,952.70000000,2.500000,,,1684.40000,5.30000,Msini
81 Cet b,81 Cet,1,Radial Velocity,0,,2.170000,,,1274.40000,4.01000,Msini
81 Cet b,81 Cet,1,Radial Velocity,0,1005.57000000,2.104000,,,1051.05854,3.30700,Msini
91 Aqr b,91 Aqr,1,Radial Velocity,0,181.40000000,0.700000,,,1017.00000,3.20000,Msini
AB Aur b,AB Aur,1,Imaging,0,,93.900000,,,2860.45566,9.00000,Mass
AB Pic b,AB Pic,1,Imaging,0,,260.000000,,,4290.50000,13.50000,Mass
AF Lep b,AF Lep,1,Imaging,0,8030.00000000,8.400000,,,1017.05090,3.20000,Mass
AF Lep b,AF Lep,1,Imaging,0,9060.00000000,9.300000,,,1366.66215,4.30000,Mass
AF Lep b,AF Lep,1,Imaging,0,7520.00000000,7.990000,,,1664.46737,5.23700,Mass
AU Mic b,AU Mic,3,Transit,0,8.46300040,0.064400,4.190,0.374,,,
AU Mic b,AU Mic,3,Transit,0,8.46321000,,,,17.10000,0.05380,Mass
AU Mic b,AU Mic,3,Transit,0,8.46300000,0.064500,4.070,0.363,17.00000,0.05349,Mass
AU Mic b,AU Mic,3,Transit,0,,,4.027,0.359,,,
AU Mic b,AU Mic,3,Transit,0,8.46299910,0.064500,,,20.12000,0.06330,Mass
AU Mic b,AU Mic,3,Transit,0,8.46308000,0.064900,3.957,0.353,,,
AU Mic b,AU Mic,3,Transit,0,8.46300000,,,,11.70000,0.03681,Mass
AU Mic b,AU Mic,3,Transit,0,8.46321000,0.066000,4.203,0.375,57.20940,0.18000,Msini
AU Mic b,AU Mic,3,Transit,0,8.46314270,,,,10.20000,0.03209,Mass
AU Mic b,AU Mic,3,Transit,0,8.46321000,,,,,,
AU Mic c,AU Mic,3,Transit,0,18.85901900,0.110100,3.240,0.289,13.60000,0.04279,Mass
AU Mic c,AU Mic,3,Transit,0,18.85898200,0.110000,2.790,0.249,,,
AU Mic c,AU Mic,3,Transit,0,18.85899100,0.110100,,,9.60000,0.03020,Mass
AU Mic c,AU Mic,3,Transit,0,18.85882000,,,,14.20000,0.04468,Mass
AU Mic c,AU Mic,3,Transit,0,18.85969000,0.110800,2.522,0.225,,,
AU Mic c,AU Mic,3,Transit,0,18.85901900,,,,22.20000,0.06985,Mass
AU Mic d,AU Mic,3,Transit Timing Variations,0,12.73596000,,,,1.05300,0.00331,Mass
BD+03 2562 b,BD+03 2562,1,Radial Velocity,0,481.90000000,1.300000,,,2034.11200,6.40000,Msini
BD+14 4559 b,BD+14 4559,1,Radial Velocity,0,268.94000000,0.777000,,,467.19000,1.47000,Msini
BD+14 4559 b,BD+14 4559,1,Radial Velocity,0,268.94000000,0.780000,,,330.54320,1.04000,Msini
BD+15 2375 b,BD+15 2375,1,Radial Velocity,0,153.22000000,0.576000,,,337.21763,1.06100,Msini
BD+15 2940 b,BD+15 2940,1,Radial Velocity,0,137.48000000,0.539000,,,352.78000,1.11000,Msini
BD+20 2457 b,BD+20 2457,2,Radial Velocity,0,379.63000000,1.450000,,,6807.63000,21.42000,Msini
BD+20 2457 b,BD+20 2457,2,Radial Velocity,0,379.63000000,1.050000,,,17668.16970,55.59000,Msini
BD+20 2457 c,BD+20 2457,2,Radial Velocity,0,621.99000000,2.010000,,,3963.17000,12.47000,Msini
BD+20 274 b,BD+20 274,1,Radial Velocity,0,578.20000000,1.300000,,,1334.88600,4.20000,Msini
BD+20 594 b,BD+20 594,1,Transit,0,41.68864400,,2.355,0.210,,,
BD+20 594 b,BD+20 594,1,Transit,0,41.68550000,,2.578,0.230,22.24810,0.07000,Mass
BD+20 594 b,BD+20 594,1,Transit,0,41.68550000,0.241000,2.230,0.199,16.30000,0.05129,Mass
BD+45 564 b,BD+45 564,1,Radial Velocity,0,307.88000000,0.830000,,,432.24663,1.36000,Msini
BD+48 738 b,BD+48 738,1,Radial Velocity,0,392.60000000,1.000000,,,289.22530,0.91000,Msini
BD+48 740 b,BD+48 740,1,Radial Velocity,0,733.00000000,1.700000,,,540.31100,1.70000,Msini
BD+49 828 b,BD+49 828,1,Radial Velocity,0,2590.00000000,4.200000,,,508.50000,1.60000,Msini
BD+55 362 b,BD+55 362,1,Radial Velocity,0,265.59000000,0.780000,,,228.83645,0.72000,Msini
BD+60 1417 b,BD+60 1417,1,Imaging,0,,1662.000000,14.684,1.310,4767.42610,15.00000,Mass
BD+63 1405 b,BD+63 1405,1,Radial Velocity,0,1230.00000000,2.115000,,,3305.41543,10.40000,Mass
BD+63 1405 b,BD+63 1405,1,Radial Velocity,0,1198.48000000,2.060000,,,1258.60049,3.96000,Msini
BD-06 1339 b,BD-06 1339,2,Radial Velocity,1,3.87280000,0.042800,,,8.50000,0.02700,Msini
BD-06 1339 c,BD-06 1339,2,Radial Velocity,0,125.94000000,0.435000,,,53.00000,0.17000,Msini
BD-08 2823 b,BD-08 2823,2,Radial Velocity,0,5.60000000,0.056000,,,14.40000,0.04500,Msini
BD-08 2823 b,BD-08 2823,2,Radial Velocity,0,5.60000000,0.060000,,,12.71320,0.04000,Msini
BD-08 2823 c,BD-08 2823,2,Radial Velocity,0,237.60000000,0.680000,,,104.00000,0.33000,Msini
BD-10 3166 b,BD-10 3166,1,Radial Velocity,0,3.48777000,0.045200,,,145.56000,0.45800,Msini
BD-10 3166 b,BD-10 3166,1,Radial Velocity,0,3.48777000,0.040000,,,187.51970,0.59000,Msini
BD-10 3166 b,BD-10 3166,1,Radial Velocity,0,3.48700000,0.046000,,,152.55000,0.48000,Msini
BD-10 3166 b,BD-10 3166,1,Radial Velocity,0,3.48790500,0.045000,,,142.70495,0.44900,Msini
BD-11 4672 b,BD-11 4672,2,Radial Velocity,0,1667.00000000,2.280000,,,168.44000,0.53000,Msini
BD-11 4672 b,BD-11 4672,2,Radial Velocity,0,1634.00000000,2.360000,,,206.58950,0.65000,Msini
BD-11 4672 c,BD-11 4672,2,Radial Velocity,0,74.20000000,0.300000,,,15.37000,0.04836,Msini
BD-13 2130 b,BD-13 2130,1,Radial Velocity,0,714.29999000,1.660000,,,3108.37740,9.78000,Msini
BD-13 2130 b,BD-13 2130,1,Radial Velocity,0,714.30000000,2.100000,,,3368.99800,10.60000,Msini
BD-14 3065 b,BD-14 3065 A,1,Transit,0,4.28896960,,20.711,1.848,,,
BD-14 3065 b,BD-14 3065 A,1,Transit,0,4.28897310,0.065600,21.590,1.926,3932.00000,12.37000,Mass
BD-17 63 b,BD-17 63,1,Radial Velocity,0,655.60000000,1.340000,,,1620.90000,5.10000,Msini
BD-17 63 b,BD-17 63,1,Radial Velocity,0,649.00000000,,,,1366.66215,4.30000,Mass
BD-17 63 b,BD-17 63,1,Radial Velocity,0,655.59998000,1.340000,,,905.81550,2.85000,Msini
BD-17 63 b,BD-17 63,1,Radial Velocity,0,655.57000000,,,,1639.99458,5.16000,Mass
BD-210397 b,BD-210397,2,Radial Velocity,0,1891.00000000,2.630000,,,214.00000,0.70000,Msini
BD-210397 c,BD-210397,2,Radial Velocity,0,6360.00000000,5.900000,,,759.00000,2.40000,Msini
BD-210397 c,BD-210397,2,Radial Velocity,0,6240.00000000,5.900000,,,1525.57635,4.80000,Mass
Barnard b,Barnard's star,1,Radial Velocity,0,3.15330000,0.022940,,,0.37000,0.00116,Msini
CD Cet b,CD Cet,1,Radial Velocity,0,2.29070000,0.018500,,,3.95000,0.01243,Msini
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,Imaging,0,10037.50000000,2.600000,,,3337.10000,10.50000,Mass
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,Imaging,0,8040000.00000000,200.000000,20.849,1.860,2479.06157,7.80000,Mass
CHXR 73 b,CHXR 73,1,Imaging,0,,210.000000,,,3994.48600,12.56900,Mass
CI Tau c,CI Tau,1,Radial Velocity,0,25.20000000,0.170000,,,1144.18227,3.60000,Msini
COCONUTS-2 b,COCONUTS-2 A,1,Imaging,0,,,12.442,1.110,2542.62726,8.00000,Mass
COCONUTS-2 b,COCONUTS-2 A,1,Imaging,0,402000000.00000000,7506.000000,12.442,1.110,2002.31896,6.30000,Mass
CT Cha b,CT Cha,1,Imaging,0,,440.000000,24.660,2.200,5403.00000,17.00000,Mass
CoRoT-1 b,CoRoT-1,1,Transit,0,1.50897655,0.025900,15.917,1.420,340.07810,1.07000,Mass
CoRoT-1 b,CoRoT-1,1,Transit,0,1.50896877,,,,,,
CoRoT-1 b,CoRoT-1,1,Transit,0,1.50895570,0.026100,16.589,1.480,359.14790,1.13000,Mass
CoRoT-1 b,CoRoT-1,1,Transit,0,1.50895570,,16.700,1.490,327.35000,1.03000,Mass
CoRoT-1 b,CoRoT-1,1,Transit,0,1.50896350,,20.594,1.837,,,
CoRoT-1 b,CoRoT-1,1,Transit,0,1.50896820,0.027520,19.223,1.715,390.93090,1.23000,Mass
CoRoT-1 b,CoRoT-1,1,Transit,0,1.50896860,0.025360,17.385,1.551,327.36490,1.03000,Mass
CoRoT-10 b,CoRoT-10,1,Transit,0,13.24060000,0.106000,10.548,0.941,883.56740,2.78000,Mass
CoRoT-10 b,CoRoT-10,1,Transit,0,13.24060000,0.105500,10.873,0.970,867.67590,2.73000,Mass
CoRoT-10 b,CoRoT-10,1,Transit,0,13.23412611,,7.385,0.659,,,
CoRoT-10 b,CoRoT-10,1,Transit,0,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,Mass
CoRoT-11 b,CoRoT-11,1,Transit,0,2.99432500,0.044070,16.029,1.430,832.71460,2.62000,Mass
CoRoT-11 b,CoRoT-11,1,Transit,0,2.99433000,0.044000,15.984,1.426,743.72220,2.34000,Mass
CoRoT-11 b,CoRoT-11,1,Transit,0,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,Mass
CoRoT-11 b,CoRoT-11,1,Transit,0,2.99432500,0.043510,15.581,1.390,791.39670,2.49000,Mass
CoRoT-11 b,CoRoT-11,1,Transit,0,2.99328197,,21.746,1.940,,,
CoRoT-11 b,CoRoT-11,1,Transit,0,,,,,,,
CoRoT-11 b,CoRoT-11,1,Transit,0,2.99427803,,,,,,
CoRoT-12 b,CoRoT-12,1,Transit,0,2.82804200,0.040130,16.141,1.440,290.81445,0.91500,Mass
CoRoT-12 b,CoRoT-12,1,Transit,0,2.82804200,0.039400,15.132,1.350,281.91521,0.88700,Mass
CoRoT-12 b,CoRoT-12,1,Transit,0,2.82805268,0.039200,15.065,1.344,277.46559,0.87300,Mass
CoRoT-12 b,CoRoT-12,1,Transit,0,2.82803915,,17.760,1.584,,,
CoRoT-12 b,CoRoT-12,1,Transit,0,2.82804100,,,,,,
CoRoT-12 b,CoRoT-12,1,Transit,0,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,Mass
CoRoT-13 b,CoRoT-13,1,Transit,0,4.03519000,0.051070,9.920,0.885,423.03173,1.33100,Mass
CoRoT-13 b,CoRoT-13,1,Transit,0,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,Mass
